,daylabel,year,month,day,hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
704,46.0,2011.0,2.0,15.0,8.0,1.0,0.0,1.0,1.0,8.2,9.09,32.0,23.9994,223.0
705,46.0,2011.0,2.0,15.0,9.0,1.0,0.0,1.0,1.0,9.02,9.85,29.0,30.0026,110.0
706,46.0,2011.0,2.0,15.0,10.0,1.0,0.0,1.0,1.0,9.84,10.605,27.0,19.0012,52.0
707,46.0,2011.0,2.0,15.0,11.0,1.0,0.0,1.0,1.0,10.66,12.12,25.0,16.9979,57.0
708,46.0,2011.0,2.0,15.0,12.0,1.0,0.0,1.0,1.0,11.48,13.635,24.0,16.9979,71.0
709,46.0,2011.0,2.0,15.0,13.0,1.0,0.0,1.0,1.0,13.12,15.15,21.0,15.0013,82.0
710,46.0,2011.0,2.0,15.0,14.0,1.0,0.0,1.0,1.0,13.94,15.91,19.0,15.0013,79.0
711,46.0,2011.0,2.0,15.0,15.0,1.0,0.0,1.0,1.0,13.94,16.665,19.0,11.0014,85.0
712,46.0,2011.0,2.0,15.0,16.0,1.0,0.0,1.0,1.0,13.94,15.91,19.0,16.9979,98.0
713,46.0,2011.0,2.0,15.0,17.0,1.0,0.0,1.0,1.0,13.12,15.15,22.0,15.0013,206.0
714,46.0,2011.0,2.0,15.0,18.0,1.0,0.0,1.0,1.0,12.3,15.15,22.0,8.9981,212.0
715,46.0,2011.0,2.0,15.0,19.0,1.0,0.0,1.0,1.0,11.48,14.395,26.0,8.9981,145.0
716,46.0,2011.0,2.0,15.0,20.0,1.0,0.0,1.0,1.0,10.66,13.635,33.0,7.0015,101.0
717,46.0,2011.0,2.0,15.0,21.0,1.0,0.0,1.0,1.0,9.84,14.395,52.0,0.0,66.0
718,46.0,2011.0,2.0,15.0,22.0,1.0,0.0,1.0,1.0,9.84,14.395,44.0,0.0,41.0
719,46.0,2011.0,2.0,15.0,23.0,1.0,0.0,1.0,2.0,9.02,12.88,44.0,6.0032,20.0
720,60.0,2011.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,12.3,13.635,70.0,31.0009,7.0
721,60.0,2011.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,10.66,11.365,70.0,23.9994,3.0
722,60.0,2011.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,9.84,10.605,65.0,26.0027,4.0
723,60.0,2011.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,9.02,10.605,69.0,19.0012,2.0
724,60.0,2011.0,3.0,1.0,4.0,1.0,0.0,1.0,1.0,9.02,10.605,69.0,16.9979,1.0
725,60.0,2011.0,3.0,1.0,5.0,1.0,0.0,1.0,1.0,8.2,9.09,64.0,19.0012,2.0
726,60.0,2011.0,3.0,1.0,6.0,1.0,0.0,1.0,1.0,8.2,9.09,59.0,19.9995,46.0
727,60.0,2011.0,3.0,1.0,7.0,1.0,0.0,1.0,1.0,8.2,9.09,59.0,22.0028,107.0
728,60.0,2011.0,3.0,1.0,8.0,1.0,0.0,1.0,1.0,8.2,9.09,59.0,26.0027,214.0
729,60.0,2011.0,3.0,1.0,9.0,1.0,0.0,1.0,1.0,9.02,9.85,55.0,27.9993,124.0
730,60.0,2011.0,3.0,1.0,10.0,1.0,0.0,1.0,1.0,9.84,10.605,52.0,19.0012,68.0
731,60.0,2011.0,3.0,1.0,11.0,1.0,0.0,1.0,1.0,11.48,13.635,45.0,16.9979,56.0
732,60.0,2011.0,3.0,1.0,12.0,1.0,0.0,1.0,1.0,12.3,15.15,39.0,8.9981,86.0
733,60.0,2011.0,3.0,1.0,13.0,1.0,0.0,1.0,1.0,13.12,17.425,39.0,0.0,78.0
734,60.0,2011.0,3.0,1.0,14.0,1.0,0.0,1.0,1.0,13.12,16.665,36.0,8.9981,79.0
735,60.0,2011.0,3.0,1.0,15.0,1.0,0.0,1.0,1.0,13.94,18.18,34.0,0.0,64.0
736,60.0,2011.0,3.0,1.0,16.0,1.0,0.0,1.0,1.0,13.94,17.425,34.0,6.0032,102.0
737,60.0,2011.0,3.0,1.0,17.0,1.0,0.0,1.0,1.0,13.94,17.425,34.0,6.0032,242.0
738,60.0,2011.0,3.0,1.0,18.0,1.0,0.0,1.0,1.0,13.12,15.91,39.0,12.998,224.0
739,60.0,2011.0,3.0,1.0,19.0,1.0,0.0,1.0,1.0,12.3,15.15,49.0,8.9981,119.0
740,60.0,2011.0,3.0,1.0,20.0,1.0,0.0,1.0,1.0,12.3,15.91,61.0,6.0032,88.0
741,60.0,2011.0,3.0,1.0,21.0,1.0,0.0,1.0,1.0,10.66,15.15,56.0,0.0,63.0
742,60.0,2011.0,3.0,1.0,22.0,1.0,0.0,1.0,1.0,9.84,13.635,62.0,7.0015,47.0
743,60.0,2011.0,3.0,1.0,23.0,1.0,0.0,1.0,1.0,9.84,11.365,65.0,15.0013,25.0
744,61.0,2011.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,9.02,11.365,69.0,11.0014,8.0
745,61.0,2011.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,9.02,11.365,69.0,12.998,4.0
746,61.0,2011.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,9.02,11.365,69.0,12.998,2.0
747,61.0,2011.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,9.02,10.605,69.0,19.0012,4.0
748,61.0,2011.0,3.0,2.0,4.0,1.0,0.0,1.0,1.0,8.2,10.605,75.0,8.9981,1.0
749,61.0,2011.0,3.0,2.0,5.0,1.0,0.0,1.0,1.0,9.02,10.605,69.0,15.0013,5.0
750,61.0,2011.0,3.0,2.0,6.0,1.0,0.0,1.0,1.0,9.02,10.605,55.0,16.9979,40.0
751,61.0,2011.0,3.0,2.0,7.0,1.0,0.0,1.0,1.0,9.02,10.605,64.0,16.9979,110.0
752,61.0,2011.0,3.0,2.0,8.0,1.0,0.0,1.0,1.0,9.84,10.605,65.0,19.0012,256.0
753,61.0,2011.0,3.0,2.0,9.0,1.0,0.0,1.0,1.0,11.48,12.88,56.0,19.9995,148.0
754,61.0,2011.0,3.0,2.0,10.0,1.0,0.0,1.0,1.0,13.12,15.15,49.0,19.0012,76.0
755,61.0,2011.0,3.0,2.0,11.0,1.0,0.0,1.0,1.0,13.94,15.15,53.0,22.0028,73.0
756,61.0,2011.0,3.0,2.0,12.0,1.0,0.0,1.0,1.0,16.4,20.455,43.0,12.998,82.0
757,61.0,2011.0,3.0,2.0,13.0,1.0,0.0,1.0,1.0,20.5,24.24,25.0,0.0,125.0
758,61.0,2011.0,3.0,2.0,14.0,1.0,0.0,1.0,1.0,21.32,25.0,23.0,19.9995,96.0
759,61.0,2011.0,3.0,2.0,15.0,1.0,0.0,1.0,1.0,22.14,25.76,19.0,27.9993,110.0
760,61.0,2011.0,3.0,2.0,16.0,1.0,0.0,1.0,1.0,22.14,25.76,19.0,22.0028,139.0
761,61.0,2011.0,3.0,2.0,17.0,1.0,0.0,1.0,1.0,20.5,24.24,23.0,19.0012,268.0
762,61.0,2011.0,3.0,2.0,18.0,1.0,0.0,1.0,1.0,18.86,22.725,23.0,10.000420000000002,201.0
763,61.0,2011.0,3.0,2.0,19.0,1.0,0.0,1.0,1.0,16.4,20.455,28.0,15.801280000000002,150.0
764,61.0,2011.0,3.0,2.0,20.0,1.0,0.0,1.0,1.0,14.76,16.665,29.0,27.9993,95.0
765,61.0,2011.0,3.0,2.0,21.0,1.0,0.0,1.0,1.0,13.94,14.395,29.0,31.0009,71.0
766,61.0,2011.0,3.0,2.0,22.0,1.0,0.0,1.0,1.0,12.3,12.88,26.0,8.2008,48.0
767,61.0,2011.0,3.0,2.0,23.0,1.0,0.0,1.0,1.0,10.66,10.605,30.0,10.60074,22.0
768,62.0,2011.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,9.84,9.85,30.0,31.0009,13.0
769,62.0,2011.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,9.84,9.85,30.0,31.0009,1.0
770,62.0,2011.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,8.2,8.335,27.0,31.0009,3.0
771,62.0,2011.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,8.2,8.335,27.0,31.0009,1.0
772,62.0,2011.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,6.56,6.06,31.0,28.800620000000002,1.0
773,62.0,2011.0,3.0,3.0,5.0,1.0,0.0,1.0,1.0,5.74,6.06,33.0,19.9995,8.0
774,62.0,2011.0,3.0,3.0,6.0,1.0,0.0,1.0,1.0,5.74,6.06,33.0,19.9995,35.0
775,62.0,2011.0,3.0,3.0,7.0,1.0,0.0,1.0,1.0,4.92,4.545,42.0,27.9993,111.0
776,62.0,2011.0,3.0,3.0,8.0,1.0,0.0,1.0,1.0,5.74,6.06,39.0,19.9995,220.0
777,62.0,2011.0,3.0,3.0,9.0,1.0,0.0,1.0,1.0,6.56,6.82,37.0,19.0012,145.0
778,62.0,2011.0,3.0,3.0,10.0,1.0,0.0,1.0,1.0,7.38,9.09,29.0,12.998,56.0
779,62.0,2011.0,3.0,3.0,11.0,1.0,0.0,1.0,1.0,8.2,11.365,29.0,6.0032,50.0
780,62.0,2011.0,3.0,3.0,12.0,1.0,0.0,1.0,1.0,9.02,11.365,25.0,8.9981,72.0
781,62.0,2011.0,3.0,3.0,13.0,1.0,0.0,1.0,1.0,9.02,12.88,25.0,6.0032,80.0
782,62.0,2011.0,3.0,3.0,14.0,1.0,0.0,1.0,1.0,9.84,12.88,21.0,7.0015,78.0
783,62.0,2011.0,3.0,3.0,15.0,1.0,0.0,1.0,1.0,9.84,14.395,23.0,0.0,68.0
784,62.0,2011.0,3.0,3.0,16.0,1.0,0.0,1.0,1.0,10.66,15.15,23.0,0.0,71.0
785,62.0,2011.0,3.0,3.0,17.0,1.0,0.0,1.0,1.0,10.66,15.15,22.0,0.0,202.0
786,62.0,2011.0,3.0,3.0,18.0,1.0,0.0,1.0,1.0,9.84,10.605,35.0,22.0028,167.0
787,62.0,2011.0,3.0,3.0,19.0,1.0,0.0,1.0,1.0,8.2,9.85,40.0,16.9979,106.0
788,62.0,2011.0,3.0,3.0,20.0,1.0,0.0,1.0,1.0,8.2,11.365,40.0,6.0032,70.0
789,62.0,2011.0,3.0,3.0,21.0,1.0,0.0,1.0,1.0,7.38,10.605,40.0,7.0015,51.0
790,62.0,2011.0,3.0,3.0,22.0,1.0,0.0,1.0,1.0,8.2,12.88,40.0,0.0,53.0
791,62.0,2011.0,3.0,3.0,23.0,1.0,0.0,1.0,2.0,7.38,10.605,43.0,6.0032,23.0
792,63.0,2011.0,3.0,4.0,0.0,1.0,0.0,1.0,2.0,8.2,9.85,55.0,12.998,12.0
793,63.0,2011.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,7.38,9.09,64.0,12.998,4.0
794,63.0,2011.0,3.0,4.0,2.0,1.0,0.0,1.0,2.0,7.38,9.09,64.0,12.998,2.0
795,63.0,2011.0,3.0,4.0,3.0,1.0,0.0,1.0,2.0,7.38,8.335,74.0,16.9979,1.0
796,63.0,2011.0,3.0,4.0,4.0,1.0,0.0,1.0,2.0,7.38,9.09,74.0,12.998,1.0
797,63.0,2011.0,3.0,4.0,5.0,1.0,0.0,1.0,2.0,6.56,9.09,74.0,8.9981,7.0
798,63.0,2011.0,3.0,4.0,6.0,1.0,0.0,1.0,2.0,6.56,9.85,74.0,6.0032,29.0
799,63.0,2011.0,3.0,4.0,7.0,1.0,0.0,1.0,1.0,6.56,9.09,80.0,8.9981,83.0
800,63.0,2011.0,3.0,4.0,8.0,1.0,0.0,1.0,1.0,7.38,9.85,74.0,8.9981,228.0
801,63.0,2011.0,3.0,4.0,9.0,1.0,0.0,1.0,1.0,9.02,11.365,60.0,8.9981,150.0
802,63.0,2011.0,3.0,4.0,10.0,1.0,0.0,1.0,1.0,9.84,11.365,60.0,16.9979,66.0
803,63.0,2011.0,3.0,4.0,11.0,1.0,0.0,1.0,1.0,11.48,13.635,52.0,15.0013,89.0
804,63.0,2011.0,3.0,4.0,12.0,1.0,0.0,1.0,1.0,13.12,15.15,43.0,11.0014,97.0
805,63.0,2011.0,3.0,4.0,13.0,1.0,0.0,1.0,1.0,13.94,15.91,42.0,15.0013,87.0
806,63.0,2011.0,3.0,4.0,14.0,1.0,0.0,1.0,1.0,14.76,16.665,40.0,19.0012,95.0
807,63.0,2011.0,3.0,4.0,15.0,1.0,0.0,1.0,1.0,14.76,16.665,40.0,19.9995,106.0
808,63.0,2011.0,3.0,4.0,16.0,1.0,0.0,1.0,1.0,14.76,17.425,46.0,12.998,118.0
809,63.0,2011.0,3.0,4.0,17.0,1.0,0.0,1.0,2.0,14.76,16.665,50.0,16.9979,228.0
810,63.0,2011.0,3.0,4.0,18.0,1.0,0.0,1.0,2.0,13.94,15.15,53.0,19.9995,187.0
811,63.0,2011.0,3.0,4.0,19.0,1.0,0.0,1.0,1.0,13.12,15.15,61.0,16.9979,107.0
812,63.0,2011.0,3.0,4.0,20.0,1.0,0.0,1.0,2.0,12.3,14.395,70.0,12.998,87.0
813,63.0,2011.0,3.0,4.0,21.0,1.0,0.0,1.0,2.0,12.3,14.395,70.0,15.0013,70.0
814,63.0,2011.0,3.0,4.0,22.0,1.0,0.0,1.0,1.0,12.3,14.395,70.0,12.998,44.0
815,63.0,2011.0,3.0,4.0,23.0,1.0,0.0,1.0,2.0,12.3,15.15,75.0,11.0014,46.0
816,64.0,2011.0,3.0,5.0,0.0,1.0,0.0,0.0,2.0,11.48,14.395,81.0,7.0015,19.0
817,64.0,2011.0,3.0,5.0,1.0,1.0,0.0,0.0,2.0,12.3,15.91,81.0,7.0015,25.0
818,64.0,2011.0,3.0,5.0,2.0,1.0,0.0,0.0,2.0,12.3,14.395,87.0,12.998,20.0
819,64.0,2011.0,3.0,5.0,3.0,1.0,0.0,0.0,2.0,12.3,14.395,87.0,12.998,2.0
820,64.0,2011.0,3.0,5.0,4.0,1.0,0.0,0.0,2.0,12.3,15.15,93.0,11.0014,1.0
821,64.0,2011.0,3.0,5.0,5.0,1.0,0.0,0.0,2.0,12.3,15.15,100.0,8.9981,3.0
822,64.0,2011.0,3.0,5.0,6.0,1.0,0.0,0.0,2.0,12.3,14.395,100.0,15.0013,4.0
823,64.0,2011.0,3.0,5.0,7.0,1.0,0.0,0.0,2.0,12.3,13.635,100.0,19.9995,15.0
824,64.0,2011.0,3.0,5.0,8.0,1.0,0.0,0.0,2.0,12.3,13.635,100.0,19.9995,45.0
825,64.0,2011.0,3.0,5.0,9.0,1.0,0.0,0.0,2.0,13.12,15.15,93.0,15.0013,63.0
826,64.0,2011.0,3.0,5.0,10.0,1.0,0.0,0.0,2.0,13.94,16.665,93.0,12.998,103.0
827,64.0,2011.0,3.0,5.0,11.0,1.0,0.0,0.0,2.0,16.4,20.455,76.0,15.0013,159.0
828,64.0,2011.0,3.0,5.0,12.0,1.0,0.0,0.0,2.0,18.04,21.97,67.0,16.9979,167.0
829,64.0,2011.0,3.0,5.0,13.0,1.0,0.0,0.0,2.0,18.86,22.725,67.0,19.0012,190.0
830,64.0,2011.0,3.0,5.0,14.0,1.0,0.0,0.0,2.0,19.68,23.485,59.0,19.0012,198.0
831,64.0,2011.0,3.0,5.0,15.0,1.0,0.0,0.0,2.0,18.86,22.725,63.0,19.9995,205.0
832,64.0,2011.0,3.0,5.0,16.0,1.0,0.0,0.0,2.0,19.68,23.485,59.0,19.9995,204.0
833,64.0,2011.0,3.0,5.0,17.0,1.0,0.0,0.0,2.0,19.68,23.485,59.0,23.9994,164.0
834,64.0,2011.0,3.0,5.0,18.0,1.0,0.0,0.0,2.0,19.68,23.485,59.0,22.0028,152.0
835,64.0,2011.0,3.0,5.0,19.0,1.0,0.0,0.0,2.0,18.86,22.725,67.0,22.0028,89.0
836,64.0,2011.0,3.0,5.0,20.0,1.0,0.0,0.0,2.0,18.04,21.97,77.0,22.0028,70.0
837,64.0,2011.0,3.0,5.0,21.0,1.0,0.0,0.0,2.0,18.04,21.97,72.0,22.0028,72.0
838,64.0,2011.0,3.0,5.0,22.0,1.0,0.0,0.0,2.0,17.22,21.21,77.0,19.9995,63.0
839,64.0,2011.0,3.0,5.0,23.0,1.0,0.0,0.0,2.0,18.04,21.97,77.0,19.9995,44.0
840,65.0,2011.0,3.0,6.0,0.0,1.0,0.0,0.0,2.0,17.22,21.21,77.0,23.9994,52.0
841,65.0,2011.0,3.0,6.0,1.0,1.0,0.0,0.0,2.0,17.22,21.21,77.0,19.0012,39.0
842,65.0,2011.0,3.0,6.0,2.0,1.0,0.0,0.0,2.0,16.4,20.455,82.0,19.0012,32.0
843,65.0,2011.0,3.0,6.0,3.0,1.0,0.0,0.0,2.0,17.22,21.21,82.0,19.9995,11.0
844,65.0,2011.0,3.0,6.0,4.0,1.0,0.0,0.0,2.0,17.22,21.21,88.0,23.9994,3.0
845,65.0,2011.0,3.0,6.0,5.0,1.0,0.0,0.0,2.0,17.22,21.21,91.0,23.9994,0.0
846,65.0,2011.0,3.0,6.0,6.0,1.0,0.0,0.0,2.0,17.22,21.21,94.0,23.9994,2.0
847,65.0,2011.0,3.0,6.0,7.0,1.0,0.0,0.0,3.0,17.22,21.21,100.0,30.0026,5.0
848,65.0,2011.0,3.0,6.0,8.0,1.0,0.0,0.0,2.0,16.4,20.455,100.0,19.9995,9.0
849,65.0,2011.0,3.0,6.0,9.0,1.0,0.0,0.0,2.0,17.22,21.21,100.0,19.0012,22.0
850,65.0,2011.0,3.0,6.0,10.0,1.0,0.0,0.0,2.0,17.22,21.21,100.0,19.9995,31.0
851,65.0,2011.0,3.0,6.0,11.0,1.0,0.0,0.0,2.0,17.22,21.21,100.0,15.0013,62.0
852,65.0,2011.0,3.0,6.0,12.0,1.0,0.0,0.0,2.0,18.86,22.725,94.0,22.0028,79.0
853,65.0,2011.0,3.0,6.0,13.0,1.0,0.0,0.0,2.0,18.86,22.725,94.0,23.9994,105.0
854,65.0,2011.0,3.0,6.0,14.0,1.0,0.0,0.0,3.0,18.04,21.97,100.0,15.0013,39.0
855,65.0,2011.0,3.0,6.0,15.0,1.0,0.0,0.0,3.0,18.04,21.97,100.0,15.0013,7.0
856,65.0,2011.0,3.0,6.0,16.0,1.0,0.0,0.0,3.0,14.76,16.665,100.0,19.0012,11.0
857,65.0,2011.0,3.0,6.0,17.0,1.0,0.0,0.0,3.0,13.94,15.15,100.0,19.9995,25.0
858,65.0,2011.0,3.0,6.0,18.0,1.0,0.0,0.0,3.0,13.12,14.395,100.0,23.9994,23.0
859,65.0,2011.0,3.0,6.0,19.0,1.0,0.0,0.0,3.0,12.3,12.88,100.0,23.200760000000002,11.0
860,65.0,2011.0,3.0,6.0,20.0,1.0,0.0,0.0,3.0,11.48,12.12,100.0,27.9993,11.0
861,65.0,2011.0,3.0,6.0,21.0,1.0,0.0,0.0,3.0,9.84,9.09,93.0,22.8001,7.0
862,65.0,2011.0,3.0,6.0,22.0,1.0,0.0,0.0,2.0,9.02,9.85,100.0,26.0027,10.0
863,65.0,2011.0,3.0,6.0,23.0,1.0,0.0,0.0,2.0,9.02,9.85,100.0,27.9993,9.0
864,66.0,2011.0,3.0,7.0,0.0,1.0,0.0,1.0,3.0,8.2,9.09,100.0,22.0028,4.0
865,66.0,2011.0,3.0,7.0,1.0,1.0,0.0,1.0,3.0,8.2,9.09,100.0,22.0028,2.0
866,66.0,2011.0,3.0,7.0,2.0,1.0,0.0,1.0,2.0,8.2,8.3325,90.0,30.50175,0.0
867,66.0,2011.0,3.0,7.0,3.0,1.0,0.0,1.0,1.0,8.2,7.575,80.0,13.99898,1.0
868,66.0,2011.0,3.0,7.0,4.0,1.0,0.0,1.0,1.0,8.2,7.575,80.0,13.99898,1.0
869,66.0,2011.0,3.0,7.0,5.0,1.0,0.0,1.0,1.0,8.2,9.09,75.0,23.9994,1.0
870,66.0,2011.0,3.0,7.0,6.0,1.0,0.0,1.0,1.0,8.2,9.09,75.0,26.0027,34.0
871,66.0,2011.0,3.0,7.0,7.0,1.0,0.0,1.0,1.0,8.2,8.335,75.0,27.9993,91.0
872,66.0,2011.0,3.0,7.0,8.0,1.0,0.0,1.0,1.0,8.2,9.09,75.0,26.0027,211.0
873,66.0,2011.0,3.0,7.0,9.0,1.0,0.0,1.0,1.0,9.02,9.09,64.0,31.0009,134.0
874,66.0,2011.0,3.0,7.0,10.0,1.0,0.0,1.0,1.0,9.84,10.605,60.0,19.9995,58.0
875,66.0,2011.0,3.0,7.0,11.0,1.0,0.0,1.0,1.0,10.66,10.605,48.0,30.0026,60.0
876,66.0,2011.0,3.0,7.0,12.0,1.0,0.0,1.0,1.0,12.3,13.635,42.0,27.9993,96.0
877,66.0,2011.0,3.0,7.0,13.0,1.0,0.0,1.0,1.0,13.12,14.395,36.0,26.0027,70.0
878,66.0,2011.0,3.0,7.0,14.0,1.0,0.0,1.0,1.0,13.12,14.395,36.0,27.9993,77.0
879,66.0,2011.0,3.0,7.0,15.0,1.0,0.0,1.0,1.0,13.94,15.15,31.0,26.0027,96.0
880,66.0,2011.0,3.0,7.0,16.0,1.0,0.0,1.0,1.0,13.94,15.15,31.0,23.9994,122.0
881,66.0,2011.0,3.0,7.0,17.0,1.0,0.0,1.0,1.0,13.94,15.15,29.0,23.9994,233.0
882,66.0,2011.0,3.0,7.0,18.0,1.0,0.0,1.0,1.0,13.12,15.15,31.0,15.0013,233.0
883,66.0,2011.0,3.0,7.0,19.0,1.0,0.0,1.0,1.0,12.3,14.395,33.0,15.0013,145.0
884,66.0,2011.0,3.0,7.0,20.0,1.0,0.0,1.0,1.0,12.3,15.15,33.0,11.0014,92.0
885,66.0,2011.0,3.0,7.0,21.0,1.0,0.0,1.0,1.0,11.48,13.635,38.0,15.0013,54.0
886,66.0,2011.0,3.0,7.0,22.0,1.0,0.0,1.0,1.0,10.66,12.88,48.0,11.0014,35.0
887,66.0,2011.0,3.0,7.0,23.0,1.0,0.0,1.0,1.0,11.48,15.91,48.0,0.0,22.0
888,67.0,2011.0,3.0,8.0,0.0,1.0,0.0,1.0,1.0,10.66,14.395,48.0,6.0032,10.0
889,67.0,2011.0,3.0,8.0,1.0,1.0,0.0,1.0,1.0,9.84,12.12,52.0,8.9981,4.0
890,67.0,2011.0,3.0,8.0,2.0,1.0,0.0,1.0,1.0,9.84,12.12,52.0,8.9981,1.0
891,67.0,2011.0,3.0,8.0,3.0,1.0,0.0,1.0,1.0,9.84,12.88,52.0,6.0032,7.0
892,67.0,2011.0,3.0,8.0,4.0,1.0,0.0,1.0,1.0,9.02,13.635,64.0,0.0,2.0
893,67.0,2011.0,3.0,8.0,5.0,1.0,0.0,1.0,1.0,8.2,11.365,69.0,7.0015,10.0
894,67.0,2011.0,3.0,8.0,6.0,1.0,0.0,1.0,1.0,8.2,12.88,59.0,0.0,45.0
895,67.0,2011.0,3.0,8.0,7.0,1.0,0.0,1.0,1.0,7.38,9.85,64.0,8.9981,128.0
896,67.0,2011.0,3.0,8.0,8.0,1.0,0.0,1.0,1.0,9.02,11.365,55.0,12.998,257.0
897,67.0,2011.0,3.0,8.0,9.0,1.0,0.0,1.0,1.0,10.66,12.88,41.0,11.0014,151.0
898,67.0,2011.0,3.0,8.0,10.0,1.0,0.0,1.0,2.0,12.3,14.395,33.0,12.998,71.0
899,67.0,2011.0,3.0,8.0,11.0,1.0,0.0,1.0,2.0,14.76,17.425,25.0,11.0014,78.0
900,67.0,2011.0,3.0,8.0,12.0,1.0,0.0,1.0,2.0,14.76,18.94,23.0,0.0,99.0
901,67.0,2011.0,3.0,8.0,13.0,1.0,0.0,1.0,2.0,15.58,19.695,25.0,7.0015,98.0
902,67.0,2011.0,3.0,8.0,14.0,1.0,0.0,1.0,2.0,15.58,19.695,20.0,0.0,72.0
903,67.0,2011.0,3.0,8.0,15.0,1.0,0.0,1.0,2.0,14.76,18.94,18.0,0.0,112.0
904,67.0,2011.0,3.0,8.0,16.0,1.0,0.0,1.0,1.0,15.58,19.695,27.0,11.0014,108.0
905,67.0,2011.0,3.0,8.0,17.0,1.0,0.0,1.0,1.0,14.76,17.425,27.0,15.0013,248.0
906,67.0,2011.0,3.0,8.0,18.0,1.0,0.0,1.0,1.0,13.94,16.665,27.0,12.998,235.0
907,67.0,2011.0,3.0,8.0,19.0,1.0,0.0,1.0,1.0,13.94,17.425,31.0,7.0015,150.0
908,67.0,2011.0,3.0,8.0,20.0,1.0,0.0,1.0,1.0,13.12,16.665,39.0,6.0032,76.0
909,67.0,2011.0,3.0,8.0,21.0,1.0,0.0,1.0,1.0,12.3,14.395,49.0,12.998,75.0
910,67.0,2011.0,3.0,8.0,22.0,1.0,0.0,1.0,1.0,12.3,14.395,49.0,15.0013,55.0
911,67.0,2011.0,3.0,8.0,23.0,1.0,0.0,1.0,1.0,11.48,13.635,61.0,12.998,41.0
912,68.0,2011.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,10.66,14.395,65.0,6.0032,9.0
913,68.0,2011.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,10.66,13.635,52.0,8.9981,4.0
914,68.0,2011.0,3.0,9.0,2.0,1.0,0.0,1.0,1.0,10.66,13.635,52.0,8.9981,2.0
915,68.0,2011.0,3.0,9.0,3.0,1.0,0.0,1.0,1.0,9.84,12.88,70.0,6.0032,3.0
916,68.0,2011.0,3.0,9.0,4.0,1.0,0.0,1.0,1.0,9.84,12.88,75.0,7.0015,2.0
917,68.0,2011.0,3.0,9.0,5.0,1.0,0.0,1.0,2.0,9.84,12.12,81.0,8.9981,8.0
918,68.0,2011.0,3.0,9.0,6.0,1.0,0.0,1.0,2.0,9.84,12.88,85.0,7.0015,49.0
919,68.0,2011.0,3.0,9.0,7.0,1.0,0.0,1.0,2.0,9.84,12.12,87.0,11.0014,141.0
920,68.0,2011.0,3.0,9.0,8.0,1.0,0.0,1.0,2.0,9.84,12.12,87.0,8.9981,249.0
921,68.0,2011.0,3.0,9.0,9.0,1.0,0.0,1.0,2.0,10.66,12.12,87.0,16.9979,141.0
922,68.0,2011.0,3.0,9.0,10.0,1.0,0.0,1.0,2.0,12.3,14.395,75.0,16.9979,57.0
923,68.0,2011.0,3.0,9.0,11.0,1.0,0.0,1.0,2.0,13.12,14.395,76.0,26.0027,59.0
924,68.0,2011.0,3.0,9.0,12.0,1.0,0.0,1.0,2.0,13.12,15.15,76.0,16.9979,98.0
925,68.0,2011.0,3.0,9.0,13.0,1.0,0.0,1.0,2.0,13.12,14.395,76.0,23.9994,99.0
926,68.0,2011.0,3.0,9.0,14.0,1.0,0.0,1.0,2.0,13.94,15.15,76.0,19.9995,71.0
927,68.0,2011.0,3.0,9.0,15.0,1.0,0.0,1.0,2.0,14.76,16.665,71.0,19.9995,79.0
928,68.0,2011.0,3.0,9.0,16.0,1.0,0.0,1.0,2.0,13.94,15.15,76.0,22.0028,112.0
929,68.0,2011.0,3.0,9.0,17.0,1.0,0.0,1.0,2.0,13.94,15.15,76.0,19.9995,194.0
930,68.0,2011.0,3.0,9.0,18.0,1.0,0.0,1.0,2.0,13.94,15.91,76.0,16.9979,188.0
931,68.0,2011.0,3.0,9.0,19.0,1.0,0.0,1.0,2.0,13.94,15.15,76.0,22.0028,134.0
932,68.0,2011.0,3.0,9.0,20.0,1.0,0.0,1.0,2.0,13.12,15.91,87.0,12.998,91.0
933,68.0,2011.0,3.0,9.0,21.0,1.0,0.0,1.0,2.0,13.12,15.15,93.0,22.0028,62.0
934,68.0,2011.0,3.0,9.0,22.0,1.0,0.0,1.0,3.0,13.12,15.91,93.0,11.0014,21.0
935,68.0,2011.0,3.0,9.0,23.0,1.0,0.0,1.0,3.0,13.94,16.665,93.0,12.998,18.0
